mode,seed,total_sec,n_seg,text_end,surplus,last_start,last_dur,gap_before,trail_sil,file,path
clone_caption@a020,1242,5.76,3,5.33,0.43,4.17,1.16,0.35,0.43,v4py-clone_caption-seed1242-a020.wav,out\dur-T1\a020\v4py-clone_caption-seed1242-a020.wav
clone_caption@a020,1243,5.76,3,5.31,0.45,4.11,1.2,0.35,0.45,v4py-clone_caption-seed1243-a020.wav,out\dur-T1\a020\v4py-clone_caption-seed1243-a020.wav
clone_caption@a040,1234,5.96,3,5.51,0.45,4.43,1.08,0.77,0.45,v4py-clone_caption-seed1234-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1234-a040.wav
clone_caption@a040,1235,5.96,3,5.52,0.44,4.28,1.24,0.57,0.44,v4py-clone_caption-seed1235-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1235-a040.wav
clone_caption@a040,1236,5.96,3,5.53,0.43,4.36,1.17,0.51,0.43,v4py-clone_caption-seed1236-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1236-a040.wav
clone_caption@a040,1237,5.96,3,5.51,0.45,4.36,1.15,0.66,0.45,v4py-clone_caption-seed1237-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1237-a040.wav
clone_caption@a040,1238,5.96,3,5.53,0.43,4.41,1.12,0.61,0.43,v4py-clone_caption-seed1238-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1238-a040.wav
clone_caption@a040,1239,5.96,3,5.53,0.43,4.4,1.13,0.77,0.43,v4py-clone_caption-seed1239-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1239-a040.wav
clone_caption@a040,1240,5.96,3,5.51,0.45,4.4,1.11,0.61,0.45,v4py-clone_caption-seed1240-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1240-a040.wav
clone_caption@a040,1241,5.96,3,5.51,0.45,4.39,1.12,0.48,0.45,v4py-clone_caption-seed1241-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1241-a040.wav
clone_caption@a040,1242,5.96,3,5.52,0.44,4.27,1.25,0.4,0.44,v4py-clone_caption-seed1242-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1242-a040.wav
clone_caption@a040,1243,5.96,3,5.51,0.45,4.38,1.13,0.59,0.45,v4py-clone_caption-seed1243-a040.wav,out\dur-T1\a040\v4py-clone_caption-seed1243-a040.wav
clone_caption@a070,1234,6.26,3,5.83,0.43,4.54,1.29,0.77,0.43,v4py-clone_caption-seed1234-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1234-a070.wav
clone_caption@a070,1235,6.26,3,5.83,0.43,4.49,1.34,0.47,0.43,v4py-clone_caption-seed1235-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1235-a070.wav
clone_caption@a070,1236,6.26,3,5.85,0.41,4.68,1.17,0.53,0.41,v4py-clone_caption-seed1236-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1236-a070.wav
clone_caption@a070,1237,6.26,3,5.85,0.41,4.65,1.2,0.67,0.41,v4py-clone_caption-seed1237-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1237-a070.wav
clone_caption@a070,1238,6.26,3,5.87,0.39,4.64,1.23,0.63,0.39,v4py-clone_caption-seed1238-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1238-a070.wav
clone_caption@a070,1239,6.26,3,5.85,0.41,4.63,1.22,0.54,0.41,v4py-clone_caption-seed1239-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1239-a070.wav
clone_caption@a070,1240,6.26,3,5.83,0.43,4.62,1.21,0.6,0.43,v4py-clone_caption-seed1240-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1240-a070.wav
clone_caption@a070,1241,6.26,4,4.21,2.05,4.6,1.24,0.39,0.42,v4py-clone_caption-seed1241-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1241-a070.wav
clone_caption@a070,1242,6.26,3,5.85,0.41,4.67,1.18,0.62,0.41,v4py-clone_caption-seed1242-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1242-a070.wav
clone_caption@a070,1243,6.26,3,5.85,0.41,4.57,1.28,0.65,0.41,v4py-clone_caption-seed1243-a070.wav,out\dur-T1\a070\v4py-clone_caption-seed1243-a070.wav
clone_caption@a100,1234,6.56,4,4.73,1.83,5.11,1.03,0.38,0.42,v4py-clone_caption-seed1234-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1234-a100.wav
clone_caption@a100,1235,6.56,3,5.67,0.89,4.45,1.22,0.45,0.89,v4py-clone_caption-seed1235-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1235-a100.wav
clone_caption@a100,1236,6.56,3,5.54,1.02,4.38,1.16,0.22,1.02,v4py-clone_caption-seed1236-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1236-a100.wav
clone_caption@a100,1237,6.56,3,5.44,1.12,4.26,1.18,0.54,1.12,v4py-clone_caption-seed1237-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1237-a100.wav
clone_caption@a100,1238,6.56,3,5.67,0.89,4.6,1.07,0.46,0.89,v4py-clone_caption-seed1238-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1238-a100.wav
clone_caption@a100,1239,6.56,3,6.11,0.45,5.0,1.11,0.79,0.45,v4py-clone_caption-seed1239-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1239-a100.wav
clone_caption@a100,1240,6.56,3,6.12,0.44,4.53,1.59,0.49,0.44,v4py-clone_caption-seed1240-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1240-a100.wav
clone_caption@a100,1241,6.56,4,4.35,2.21,4.97,1.13,0.62,0.46,v4py-clone_caption-seed1241-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1241-a100.wav
clone_caption@a100,1242,6.56,3,6.15,0.41,5.03,1.12,0.96,0.41,v4py-clone_caption-seed1242-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1242-a100.wav
clone_caption@a100,1243,6.56,3,6.14,0.42,4.83,1.31,0.68,0.42,v4py-clone_caption-seed1243-a100.wav,out\dur-T1\a100\v4py-clone_caption-seed1243-a100.wav
