mode,seed,total_sec,n_seg,text_end,surplus,last_start,last_dur,gap_before,trail_sil,file,path
clone_caption@fin,1237,5.56,3,5.12,0.44,4.06,1.06,0.45,0.44,v4py-clone_caption-seed1237-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1237-fin.wav
clone_caption@fin,1237,5.56,3,5.48,0.08,4.19,1.29,0.45,0.08,v4py-clone_caption-seed1237-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1237-fin.wav
clone_caption@fin,1238,5.56,4,5.15,0.41,5.38,0.16,0.23,0.02,v4py-clone_caption-seed1238-fin.wav,out\dur-FINAL\r2\v4py-clone_caption-seed1238-fin.wav
clone_caption@fin,1238,5.56,3,5.12,0.44,4.05,1.07,0.53,0.44,v4py-clone_caption-seed1238-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1238-fin.wav
clone_caption@fin,1238,5.56,3,5.54,0.02,4.13,1.41,0.35,0.02,v4py-clone_caption-seed1238-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1238-fin.wav
clone_caption@fin,1239,5.56,3,5.14,0.42,4.02,1.12,0.4,0.42,v4py-clone_caption-seed1239-fin.wav,out\dur-FINAL\r2\v4py-clone_caption-seed1239-fin.wav
clone_caption@fin,1239,5.56,3,5.12,0.44,4.01,1.11,0.39,0.44,v4py-clone_caption-seed1239-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1239-fin.wav
clone_caption@fin,1239,5.56,3,5.46,0.1,4.09,1.37,0.43,0.1,v4py-clone_caption-seed1239-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1239-fin.wav
clone_caption@fin,1240,5.56,3,5.14,0.42,4.19,0.95,0.65,0.42,v4py-clone_caption-seed1240-fin.wav,out\dur-FINAL\r2\v4py-clone_caption-seed1240-fin.wav
clone_caption@fin,1240,5.56,3,5.12,0.44,3.97,1.15,0.47,0.44,v4py-clone_caption-seed1240-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1240-fin.wav
clone_caption@fin,1240,5.56,3,5.48,0.08,4.39,1.09,0.36,0.08,v4py-clone_caption-seed1240-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1240-fin.wav
clone_caption@fin,1241,5.56,3,5.13,0.43,4.02,1.11,0.33,0.43,v4py-clone_caption-seed1241-fin.wav,out\dur-FINAL\r2\v4py-clone_caption-seed1241-fin.wav
clone_caption@fin,1241,5.56,3,5.12,0.44,3.97,1.15,0.3,0.44,v4py-clone_caption-seed1241-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1241-fin.wav
clone_caption@fin,1241,5.56,3,5.54,0.02,4.34,1.2,0.41,0.02,v4py-clone_caption-seed1241-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1241-fin.wav
clone_caption@fin,1242,5.56,3,5.16,0.4,4.17,0.99,0.6,0.4,v4py-clone_caption-seed1242-fin.wav,out\dur-FINAL\r2\v4py-clone_caption-seed1242-fin.wav
clone_caption@fin,1242,5.56,3,5.14,0.42,3.98,1.16,0.38,0.42,v4py-clone_caption-seed1242-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1242-fin.wav
clone_caption@fin,1242,5.56,3,5.45,0.11,4.15,1.3,0.42,0.11,v4py-clone_caption-seed1242-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1242-fin.wav
clone_caption@fin,1243,5.56,3,5.16,0.4,4.12,1.04,0.71,0.4,v4py-clone_caption-seed1243-fin.wav,out\dur-FINAL\r2\v4py-clone_caption-seed1243-fin.wav
clone_caption@fin,1243,5.56,3,5.11,0.45,4.08,1.03,0.57,0.45,v4py-clone_caption-seed1243-fin.wav,out\dur-FINAL\t1c1\v4py-clone_caption-seed1243-fin.wav
clone_caption@fin,1243,5.56,3,5.54,0.02,4.38,1.16,0.56,0.02,v4py-clone_caption-seed1243-fin.wav,out\dur-FINAL\t1c2\v4py-clone_caption-seed1243-fin.wav
clone_caption@fin40,1234,5.56,3,5.11,0.45,3.96,1.15,0.3,0.45,v4py-clone_caption-seed1234-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1234-fin40.wav
clone_caption@fin40,1235,5.56,3,5.1,0.46,4.01,1.09,0.35,0.46,v4py-clone_caption-seed1235-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1235-fin40.wav
clone_caption@fin40,1236,5.56,3,5.14,0.42,4.01,1.13,0.35,0.42,v4py-clone_caption-seed1236-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1236-fin40.wav
clone_caption@fin40,1237,5.56,3,5.12,0.44,4.06,1.06,0.45,0.44,v4py-clone_caption-seed1237-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1237-fin40.wav
clone_caption@fin40,1238,5.56,3,5.12,0.44,4.05,1.07,0.53,0.44,v4py-clone_caption-seed1238-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1238-fin40.wav
clone_caption@fin40,1239,5.56,3,5.12,0.44,4.01,1.11,0.39,0.44,v4py-clone_caption-seed1239-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1239-fin40.wav
clone_caption@fin40,1240,5.56,3,5.12,0.44,3.97,1.15,0.47,0.44,v4py-clone_caption-seed1240-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1240-fin40.wav
clone_caption@fin40,1241,5.56,3,5.12,0.44,3.97,1.15,0.44,0.44,v4py-clone_caption-seed1241-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1241-fin40.wav
clone_caption@fin40,1242,5.56,3,5.15,0.41,3.98,1.17,0.37,0.41,v4py-clone_caption-seed1242-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1242-fin40.wav
clone_caption@fin40,1243,5.56,3,5.11,0.45,4.08,1.03,0.58,0.45,v4py-clone_caption-seed1243-fin40.wav,out\dur-FINAL\s40\v4py-clone_caption-seed1243-fin40.wav
