mode,seed,total_sec,n_seg,text_end,surplus,last_start,last_dur,gap_before,trail_sil,file,path
clone_caption@p245,1234,2.45,2,2.09,0.36,1.46,0.63,0.6,0.36,v4py-clone_caption-seed1234-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1234-p245.wav
clone_caption@p245,1235,2.45,2,2.08,0.37,1.5,0.58,0.61,0.37,v4py-clone_caption-seed1235-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1235-p245.wav
clone_caption@p245,1236,2.45,2,2.09,0.36,1.48,0.61,0.66,0.36,v4py-clone_caption-seed1236-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1236-p245.wav
clone_caption@p245,1237,2.45,2,2.08,0.37,1.45,0.63,0.62,0.37,v4py-clone_caption-seed1237-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1237-p245.wav
clone_caption@p245,1238,2.45,2,2.09,0.36,1.47,0.62,0.61,0.36,v4py-clone_caption-seed1238-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1238-p245.wav
clone_caption@p245,1239,2.45,2,2.1,0.35,1.31,0.79,0.3,0.35,v4py-clone_caption-seed1239-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1239-p245.wav
clone_caption@p245,1240,2.45,2,2.11,0.34,1.44,0.67,0.52,0.34,v4py-clone_caption-seed1240-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1240-p245.wav
clone_caption@p245,1241,2.45,2,2.11,0.34,1.35,0.76,0.45,0.34,v4py-clone_caption-seed1241-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1241-p245.wav
clone_caption@p245,1242,2.45,2,2.07,0.38,1.41,0.66,0.6,0.38,v4py-clone_caption-seed1242-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1242-p245.wav
clone_caption@p245,1243,2.45,2,2.08,0.37,1.45,0.63,0.6,0.37,v4py-clone_caption-seed1243-p245.wav,out\dur-T2\p245\v4py-clone_caption-seed1243-p245.wav
clone_caption@p416,1234,4.16,2,3.09,1.07,2.48,0.61,0.91,1.07,v4py-clone_caption-seed1234-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1234-p416.wav
clone_caption@p416,1235,4.16,2,3.05,1.11,2.32,0.73,0.69,1.11,v4py-clone_caption-seed1235-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1235-p416.wav
clone_caption@p416,1236,4.16,3,2.99,1.17,3.64,0.5,0.65,0.02,v4py-clone_caption-seed1236-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1236-p416.wav
clone_caption@p416,1237,4.16,2,3.57,0.59,3.23,0.34,1.15,0.59,v4py-clone_caption-seed1237-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1237-p416.wav
clone_caption@p416,1238,4.16,2,3.19,0.97,2.07,1.12,0.28,0.97,v4py-clone_caption-seed1238-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1238-p416.wav
clone_caption@p416,1239,4.16,3,2.44,1.72,3.05,0.23,0.61,0.88,v4py-clone_caption-seed1239-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1239-p416.wav
clone_caption@p416,1240,4.16,2,3.15,1.01,2.53,0.62,0.9,1.01,v4py-clone_caption-seed1240-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1240-p416.wav
clone_caption@p416,1241,4.16,2,3.11,1.05,2.12,0.99,0.32,1.05,v4py-clone_caption-seed1241-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1241-p416.wav
clone_caption@p416,1242,4.16,2,3.33,0.83,1.97,1.36,0.32,0.83,v4py-clone_caption-seed1242-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1242-p416.wav
clone_caption@p416,1243,4.16,3,1.54,2.62,1.88,1.4,0.34,0.88,v4py-clone_caption-seed1243-p416.wav,out\dur-T2\p416\v4py-clone_caption-seed1243-p416.wav
noref,1234,3.76,3,1.64,2.12,3.36,0.38,1.72,0.02,v4py-noref-seed1234.wav,out\dur-T2\base\v4py-noref-seed1234.wav
noref,1235,3.76,3,1.42,2.34,3.34,0.38,1.92,0.04,v4py-noref-seed1235.wav,out\dur-T2\base\v4py-noref-seed1235.wav
noref,1236,3.76,3,1.76,2.0,2.88,0.81,1.12,0.07,v4py-noref-seed1236.wav,out\dur-T2\base\v4py-noref-seed1236.wav
noref,1237,3.76,3,1.77,1.99,3.24,0.45,1.47,0.07,v4py-noref-seed1237.wav,out\dur-T2\base\v4py-noref-seed1237.wav
noref,1238,3.76,2,3.6,0.16,2.91,0.69,1.71,0.16,v4py-noref-seed1238.wav,out\dur-T2\base\v4py-noref-seed1238.wav
noref,1239,3.76,2,3.68,0.08,3.19,0.49,1.67,0.08,v4py-noref-seed1239.wav,out\dur-T2\base\v4py-noref-seed1239.wav
noref,1240,3.76,3,1.69,2.07,2.59,1.15,0.9,0.02,v4py-noref-seed1240.wav,out\dur-T2\base\v4py-noref-seed1240.wav
noref,1241,3.76,3,1.57,2.19,2.12,1.6,0.55,0.04,v4py-noref-seed1241.wav,out\dur-T2\base\v4py-noref-seed1241.wav
noref,1242,3.76,3,1.72,2.04,3.18,0.51,1.46,0.07,v4py-noref-seed1242.wav,out\dur-T2\base\v4py-noref-seed1242.wav
noref,1243,3.76,3,1.64,2.12,3.01,0.7,1.37,0.05,v4py-noref-seed1243.wav,out\dur-T2\base\v4py-noref-seed1243.wav
