mode,seed,total_sec,n_seg,text_end,surplus,last_start,last_dur,gap_before,trail_sil,file,path
clone_caption@a000,1239,5.56,3,5.02,0.54,3.86,1.16,0.4,0.54,v4py-clone_caption-seed1239-a000.wav,out\dur-C3\a000\v4py-clone_caption-seed1239-a000.wav
clone_caption@a000,1240,5.56,3,5.13,0.43,3.76,1.37,0.26,0.43,v4py-clone_caption-seed1240-a000.wav,out\dur-C3\a000\v4py-clone_caption-seed1240-a000.wav
clone_caption@a000,1241,5.56,2,4.48,1.08,2.97,1.51,0.25,1.08,v4py-clone_caption-seed1241-a000.wav,out\dur-C3\a000\v4py-clone_caption-seed1241-a000.wav
clone_caption@a000,1242,5.56,3,5.07,0.49,3.92,1.15,0.29,0.49,v4py-clone_caption-seed1242-a000.wav,out\dur-C3\a000\v4py-clone_caption-seed1242-a000.wav
clone_caption@a000,1243,5.56,2,4.42,1.14,2.92,1.5,0.6,1.14,v4py-clone_caption-seed1243-a000.wav,out\dur-C3\a000\v4py-clone_caption-seed1243-a000.wav
clone_caption@a040,1234,5.96,3,4.86,1.1,3.79,1.07,0.35,1.1,v4py-clone_caption-seed1234-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1234-a040.wav
clone_caption@a040,1235,5.96,3,5.54,0.42,4.27,1.27,0.33,0.42,v4py-clone_caption-seed1235-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1235-a040.wav
clone_caption@a040,1236,5.96,3,4.82,1.14,3.7,1.12,0.24,1.14,v4py-clone_caption-seed1236-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1236-a040.wav
clone_caption@a040,1237,5.96,4,4.81,1.15,5.63,0.31,0.82,0.02,v4py-clone_caption-seed1237-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1237-a040.wav
clone_caption@a040,1238,5.96,3,4.95,1.01,3.79,1.16,0.35,1.01,v4py-clone_caption-seed1238-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1238-a040.wav
clone_caption@a040,1239,5.96,3,4.96,1.0,3.82,1.14,0.37,1.0,v4py-clone_caption-seed1239-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1239-a040.wav
clone_caption@a040,1240,5.96,3,5.83,0.13,4.53,1.3,0.33,0.13,v4py-clone_caption-seed1240-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1240-a040.wav
clone_caption@a040,1241,5.96,2,4.56,1.4,3.11,1.45,0.29,1.4,v4py-clone_caption-seed1241-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1241-a040.wav
clone_caption@a040,1242,5.96,3,5.14,0.82,3.98,1.16,0.33,0.82,v4py-clone_caption-seed1242-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1242-a040.wav
clone_caption@a040,1243,5.96,4,4.29,1.67,4.56,1.12,0.27,0.28,v4py-clone_caption-seed1243-a040.wav,out\dur-C3\a040\v4py-clone_caption-seed1243-a040.wav
clone_caption@am020,1234,5.36,2,4.29,1.07,2.71,1.58,0.43,1.07,v4py-clone_caption-seed1234-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1234-am020.wav
clone_caption@am020,1235,5.36,2,4.93,0.43,3.2,1.73,0.53,0.43,v4py-clone_caption-seed1235-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1235-am020.wav
clone_caption@am020,1236,5.36,3,4.5,0.86,3.4,1.1,0.28,0.86,v4py-clone_caption-seed1236-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1236-am020.wav
clone_caption@am020,1237,5.36,3,4.83,0.53,3.86,0.97,0.27,0.53,v4py-clone_caption-seed1237-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1237-am020.wav
clone_caption@am020,1238,5.36,3,4.94,0.42,3.8,1.14,0.35,0.42,v4py-clone_caption-seed1238-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1238-am020.wav
clone_caption@am020,1239,5.36,3,4.98,0.38,3.82,1.16,0.37,0.38,v4py-clone_caption-seed1239-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1239-am020.wav
clone_caption@am020,1240,5.36,3,4.94,0.42,3.75,1.19,0.26,0.42,v4py-clone_caption-seed1240-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1240-am020.wav
clone_caption@am020,1241,5.36,2,4.74,0.62,2.92,1.82,0.37,0.62,v4py-clone_caption-seed1241-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1241-am020.wav
clone_caption@am020,1242,5.36,3,4.89,0.47,3.76,1.13,0.31,0.47,v4py-clone_caption-seed1242-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1242-am020.wav
clone_caption@am020,1243,5.36,2,4.75,0.61,2.94,1.81,0.34,0.61,v4py-clone_caption-seed1243-am020.wav,out\dur-C3\am020\v4py-clone_caption-seed1243-am020.wav
