mode,seed,total_sec,n_seg,text_end,surplus,last_start,last_dur,gap_before,trail_sil,file,path
clone_caption,1234,7.96,3,7.52,0.44,6.24,1.28,1.39,0.44,v4py-clone_caption-seed1234.wav,out\python-sweep\v4py-clone_caption-seed1234.wav
clone_caption,1235,7.96,4,5.3,2.66,7.0,0.53,1.7,0.43,v4py-clone_caption-seed1235.wav,out\python-sweep\v4py-clone_caption-seed1235.wav
clone_caption,1236,7.96,4,5.33,2.63,6.95,0.55,1.62,0.46,v4py-clone_caption-seed1236.wav,out\python-sweep\v4py-clone_caption-seed1236.wav
clone_caption,1237,7.96,5,4.81,3.15,6.93,0.6,0.28,0.43,v4py-clone_caption-seed1237.wav,out\python-sweep\v4py-clone_caption-seed1237.wav
clone_caption,1238,7.96,4,4.95,3.01,6.34,1.18,1.39,0.44,v4py-clone_caption-seed1238.wav,out\python-sweep\v4py-clone_caption-seed1238.wav
clone_caption,1239,7.96,4,5.04,2.92,6.23,1.27,1.19,0.46,v4py-clone_caption-seed1239.wav,out\python-sweep\v4py-clone_caption-seed1239.wav
clone_caption,1240,7.96,4,4.95,3.01,6.19,1.32,1.24,0.45,v4py-clone_caption-seed1240.wav,out\python-sweep\v4py-clone_caption-seed1240.wav
clone_caption,1241,7.96,4,5.15,2.81,6.22,1.3,1.07,0.44,v4py-clone_caption-seed1241.wav,out\python-sweep\v4py-clone_caption-seed1241.wav
clone_caption,1242,7.96,4,4.89,3.07,6.22,1.29,1.33,0.45,v4py-clone_caption-seed1242.wav,out\python-sweep\v4py-clone_caption-seed1242.wav
clone_caption,1243,7.96,4,5.51,2.45,6.99,0.51,1.48,0.46,v4py-clone_caption-seed1243.wav,out\python-sweep\v4py-clone_caption-seed1243.wav
noref,1234,5.56,3,5.46,0.1,4.14,1.32,0.37,0.1,v4py-noref-seed1234.wav,out\python-sweep\v4py-noref-seed1234.wav
noref,1235,5.56,3,5.42,0.14,4.23,1.19,0.27,0.14,v4py-noref-seed1235.wav,out\python-sweep\v4py-noref-seed1235.wav
noref,1236,5.56,3,5.52,0.04,4.37,1.15,0.38,0.04,v4py-noref-seed1236.wav,out\python-sweep\v4py-noref-seed1236.wav
noref,1237,5.56,3,5.54,0.02,4.26,1.28,0.38,0.02,v4py-noref-seed1237.wav,out\python-sweep\v4py-noref-seed1237.wav
noref,1238,5.56,3,5.54,0.02,4.27,1.27,0.26,0.02,v4py-noref-seed1238.wav,out\python-sweep\v4py-noref-seed1238.wav
noref,1239,5.56,3,5.54,0.02,4.13,1.41,0.48,0.02,v4py-noref-seed1239.wav,out\python-sweep\v4py-noref-seed1239.wav
noref,1240,5.56,2,5.54,0.02,3.52,2.02,0.8,0.02,v4py-noref-seed1240.wav,out\python-sweep\v4py-noref-seed1240.wav
noref,1241,5.56,3,5.51,0.05,4.39,1.12,0.27,0.05,v4py-noref-seed1241.wav,out\python-sweep\v4py-noref-seed1241.wav
noref,1242,5.56,3,5.41,0.15,4.15,1.26,0.3,0.15,v4py-noref-seed1242.wav,out\python-sweep\v4py-noref-seed1242.wav
noref,1243,5.56,3,5.47,0.09,4.26,1.21,0.28,0.09,v4py-noref-seed1243.wav,out\python-sweep\v4py-noref-seed1243.wav
